ID,Name,Gender,Age,Height (cm),Weight (kg),Country,Continent,Year,Season,Sport,Event,Medal
2181,Valentina Kovpan,Female,21,181,84,UK,Europe,2006,Summer,Athletics,200m Sprint,Silver
2182,Ketevan Losaberidze,Male,39,187,98,South Korea,Asia,2006,Summer,Weightlifting,Men's 77kg,Bronze
2183,Tatyana Muntyan,Male,21,170,103,China,Asia,2006,Winter,Skiing,Cross-Country,
2184,Alla Peunova,Female,30,185,105,Australia,Oceania,2006,Summer,Basketball,Men's Tournament,Silver
2185,Zebiniso Rustamova,Male,38,161,68,France,Europe,2006,Summer,Weightlifting,Women's 58kg,Bronze
2186,Konstantin Shkolny,Female,36,158,90,Italy,Europe,2006,Summer,Athletics,Marathon,Gold
2187,Vladimir Yesheyev,Female,20,198,65,USA,North America,2006,Summer,Weightlifting,Men's 77kg,
2188,Boris Isachenko,Female,28,152,60,South Korea,Asia,2006,Summer,Weightlifting,Women's 58kg,
2189,Yury Leontyev,Female,37,199,117,Russia,Europe,2006,Summer,Basketball,Men's Tournament,Bronze
2190,Mikhail Peunov,Male,26,184,112,UK,Europe,2006,Summer,Athletics,Marathon,Silver
2191,Viktor Sidoruk,Male,20,155,68,Brazil,South America,2006,Summer,Football,Men's Football,Gold
2192,Vladimir Chendarov,Female,40,165,85,Canada,North America,2006,Summer,Football,Women's Football,
2193,Mati Vaikjärv,Female,23,169,81,Canada,North America,2006,Summer,Gymnastics,Floor Exercise,
2194,Judi Adams,Male,40,159,83,China,Asia,2006,Summer,Football,Men's Football,
2195,Maureen Bechdolt,Male,23,177,97,USA,North America,2006,Winter,Ice Hockey,Men's Ice Hockey,
2196,Sherry Block,Male,24,185,58,India,Asia,2006,Summer,Swimming,200m Butterfly,Silver
2197,Emma Cooke,Male,30,190,104,South Korea,Asia,2006,Summer,Weightlifting,Men's 77kg,
2198,Janet Dykman,Male,37,155,80,Australia,Oceania,2006,Winter,Ice Hockey,Women's Ice Hockey,Gold
2199,Benita Edds,Female,27,151,51,Germany,Europe,2006,Summer,Weightlifting,Men's 77kg,
2200,Lida Howell,Male,32,160,95,India,Asia,2006,Summer,Athletics,100m Sprint,Silver
2201,Trena King,Female,39,190,64,India,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,Silver
2202,Linda Myers,Male,31,196,103,Brazil,South America,2008,Winter,Skiing,Alpine Skiing,Bronze
2203,Jennifer O'Donnell,Male,40,150,99,Spain,Europe,2008,Winter,Skiing,Alpine Skiing,Bronze
2204,Debra Ochs,Male,34,182,113,Germany,Europe,2008,Summer,Gymnastics,Floor Exercise,
2205,Denise Parker,Female,35,197,50,Germany,Europe,2008,Summer,Gymnastics,Vault,Silver
2206,Eliza Pollock,Male,31,175,83,South Africa,Africa,2008,Summer,Gymnastics,Floor Exercise,Gold
2207,Ruth Rowe,Female,18,154,58,Brazil,South America,2008,Winter,Skiing,Alpine Skiing,
2208,Luann Ryon,Female,29,187,69,UK,Europe,2008,Summer,Football,Women's Football,
2209,Melanie Skillman,Male,40,161,88,Germany,Europe,2008,Summer,Basketball,Men's Tournament,
2210,Leonie Taylor,Male,31,173,115,China,Asia,2008,Summer,Gymnastics,Floor Exercise,
2211,Mabel Taylor,Female,25,154,51,Japan,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,Bronze
2212,Doreen Wilber,Female,36,156,87,Italy,Europe,2008,Summer,Swimming,100m Freestyle,
2213,Emily Woodruff,Male,27,176,71,UK,Europe,2008,Summer,Swimming,100m Freestyle,Bronze
2214,Jay Barrs,Male,19,196,106,South Africa,Africa,2008,Summer,Weightlifting,Women's 58kg,
2215,Edward Bruce,Male,37,191,51,Russia,Europe,2008,Summer,Gymnastics,Vault,Bronze
2216,Phil Bryant,Female,27,160,84,USA,North America,2008,Winter,Ice Hockey,Men's Ice Hockey,Gold
2217,Wallace Bryant,Female,31,187,89,South Korea,Asia,2008,Summer,Athletics,100m Sprint,Gold
2218,Amos Casselman,Female,29,193,82,Germany,Europe,2008,Winter,Ice Hockey,Women's Ice Hockey,Gold
2219,William Clark,Male,36,191,104,Russia,Europe,2008,Summer,Football,Men's Football,Silver
2220,Cyrus Dallin,Female,38,189,88,China,Asia,2008,Winter,Skiing,Alpine Skiing,
2221,Samuel Duvall,Male,26,183,117,China,Asia,2008,Summer,Gymnastics,Floor Exercise,Silver
2222,Ed Eliason,Female,35,181,62,Japan,Asia,2008,Summer,Gymnastics,Floor Exercise,
2223,Edward Frentz,Male,34,159,110,Japan,Asia,2008,Summer,Basketball,Men's Tournament,Bronze
2224,Charles Hubbard,Female,37,154,59,South Africa,Africa,2008,Summer,Gymnastics,Vault,
2225,Justin Huish,Female,21,179,110,Brazil,South America,2008,Winter,Skiing,Cross-Country,
2226,Butch Johnson,Male,22,168,90,France,Europe,2008,Summer,Swimming,200m Butterfly,
2227,Benjamin Keys,Female,25,179,101,UK,Europe,2008,Summer,Football,Women's Football,Silver
2228,Lindsay Langston,Female,33,157,57,Italy,Europe,2008,Summer,Weightlifting,Women's 58kg,Bronze
2229,Louis Maxson,Male,40,193,82,South Africa,Africa,2008,Summer,Football,Women's Football,
2230,Dennis McComak,Male,24,187,108,Brazil,South America,2008,Summer,Weightlifting,Women's 58kg,Silver
2231,David McGowan,Male,38,190,76,Japan,Asia,2008,Summer,Gymnastics,Floor Exercise,
2232,Rick McKinney,Male,19,164,73,Japan,Asia,2008,Summer,Swimming,100m Freestyle,
2233,Glenn Meyers,Male,40,173,50,USA,North America,2008,Winter,Ice Hockey,Women's Ice Hockey,
2234,Darrell Pace,Female,19,184,101,France,Europe,2008,Summer,Football,Women's Football,
2235,Henry Richardson,Female,30,194,60,France,Europe,2008,Winter,Ice Hockey,Women's Ice Hockey,Bronze
2236,Thomas Scott,Female,24,181,108,South Africa,Africa,2008,Summer,Football,Men's Football,Bronze
2237,G. C. Spencer,Male,18,189,85,Brazil,South America,2008,Summer,Weightlifting,Women's 58kg,
2238,Homer Taylor,Male,24,190,59,Brazil,South America,2008,Winter,Skiing,Cross-Country,Silver
2239,Ralph Taylor,Female,31,170,116,China,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,Gold
2240,Will Thompson,Female,24,187,70,Brazil,South America,2008,Winter,Skiing,Cross-Country,Bronze
2241,William Valentine,Female,35,190,97,Canada,North America,2008,Winter,Ice Hockey,Women's Ice Hockey,
2242,Edward Weston,Male,36,158,61,South Africa,Africa,2008,Summer,Football,Women's Football,
2243,Edward Weston,Male,36,193,70,UK,Europe,2008,Summer,Gymnastics,Floor Exercise,Bronze
2244,Rod White,Male,31,166,90,USA,North America,2008,Summer,Weightlifting,Men's 77kg,
2245,John Williams,Male,19,199,102,UK,Europe,2008,Winter,Skiing,Alpine Skiing,
2246,Robert Williams,Female,24,197,62,Italy,Europe,2008,Summer,Gymnastics,Vault,Silver
2247,Charles Woodruff,Male,32,190,68,South Africa,Africa,2008,Summer,Basketball,Women's Tournament,
2248,Zoran Matković,Male,24,168,106,Italy,Europe,2008,Summer,Athletics,Marathon,
2249,Bojan Postružnik,Female,21,185,102,Spain,Europe,2008,Summer,Football,Men's Football,Bronze
2250,Merrellyn Tarr,Male,39,189,93,China,Asia,2008,Summer,Athletics,Marathon,
2251,Paul Bamber,Female,26,152,119,Canada,North America,2008,Summer,Swimming,200m Butterfly,
2252,Alan Bryant,Female,25,183,108,USA,North America,2008,Summer,Swimming,200m Butterfly,
2253,David Milne,Male,34,189,91,France,Europe,2008,Summer,Basketball,Men's Tournament,
2254,Wrex Tarr,Male,26,170,104,Japan,Asia,2008,Winter,Ice Hockey,Men's Ice Hockey,Silver
2255,Varalakshimi Pandimukkala Venkata,Female,32,163,89,South Africa,Africa,2008,Summer,Basketball,Women's Tournament,Gold
2256,Warda Bouchabou,Male,22,182,72,France,Europe,2008,Summer,Weightlifting,Women's 58kg,
2257,Bettina Fulco,Male,38,163,79,Germany,Europe,2008,Winter,Skiing,Cross-Country,Silver
2258,Alejandra Gabaglio,Male,20,188,83,Italy,Europe,2008,Winter,Ice Hockey,Women's Ice Hockey,Silver
2259,Inés Gorrochategui,Male,32,191,112,Spain,Europe,2008,Summer,Football,Women's Football,Gold
2260,Hae-Ja Kim de Rimasa,Male,26,179,51,Canada,North America,2008,Summer,Basketball,Men's Tournament,Gold
2261,Florencia Labat,Female,24,192,94,Italy,Europe,2008,Winter,Skiing,Alpine Skiing,Silver
2262,Mercedes Paz,Male,34,161,89,Canada,North America,2008,Summer,Athletics,100m Sprint,Bronze
2263,Gabriela Sabatini,Male,30,157,107,Russia,Europe,2008,Summer,Weightlifting,Men's 77kg,
2264,Patricia Tarabini,Female,25,173,83,Italy,Europe,2008,Winter,Skiing,Cross-Country,
2265,Américo Cattaruzza,Male,25,151,105,Canada,North America,2008,Summer,Athletics,100m Sprint,
2266,Carlos Dumas,Male,40,195,112,Spain,Europe,2008,Summer,Gymnastics,Floor Exercise,
2267,Gastón Etlis,Male,33,159,71,Brazil,South America,2008,Summer,Weightlifting,Women's 58kg,
2268,Javier Frana,Female,39,167,95,UK,Europe,2008,Summer,Swimming,100m Freestyle,Gold
2269,Hernán Gumy,Female,20,182,114,France,Europe,2008,Summer,Basketball,Men's Tournament,
2270,Arturo Hortal,Male,31,184,106,Japan,Asia,2008,Summer,Gymnastics,Vault,Gold
2271,Martín Jaite,Female,29,166,104,India,Asia,2008,Winter,Skiing,Alpine Skiing,
2272,Luis Lobo,Male,39,170,92,Australia,Oceania,2008,Summer,Football,Women's Football,Gold
2273,Alberto Mancini,Female,40,156,59,Germany,Europe,2008,Summer,Gymnastics,Vault,Silver
2274,Christian Miniussi,Male,30,154,68,Canada,North America,2008,Summer,Weightlifting,Men's 77kg,Bronze
2275,Jiao Zhimin,Male,33,185,67,South Korea,Asia,2008,Summer,Athletics,200m Sprint,
2276,Li Huifen,Female,19,199,79,China,Asia,2008,Summer,Weightlifting,Women's 58kg,
2277,Li Fang,Female,18,153,119,Canada,North America,2008,Summer,Weightlifting,Women's 58kg,Gold
2278,Lin Yanfen,Female,39,170,112,India,Asia,2008,Winter,Skiing,Alpine Skiing,
2279,Liu Wei,Female,38,167,99,France,Europe,2008,Summer,Weightlifting,Men's 77kg,
2280,Nong Qunhua,Male,40,179,81,Spain,Europe,2008,Summer,Basketball,Women's Tournament,
2281,Peng Xingyong,Male,28,172,113,South Africa,Africa,2008,Summer,Swimming,100m Freestyle,
2282,Qiao Hong,Female,35,200,66,Italy,Europe,2008,Summer,Basketball,Men's Tournament,Gold
2283,Qiao Yunping,Female,19,156,81,UK,Europe,2008,Summer,Swimming,100m Freestyle,Silver
2284,Qin Yiyuan,Female,26,191,54,Spain,Europe,2008,Summer,Swimming,100m Freestyle,Silver
2285,Sun Man,Male,20,162,76,China,Asia,2008,Summer,Swimming,100m Freestyle,Silver
2286,Tang Jiuhong,Male,39,174,111,UK,Europe,2008,Summer,Basketball,Men's Tournament,Gold
2287,Tang Yongshu,Male,20,186,63,South Africa,Africa,2008,Summer,Athletics,Marathon,Bronze
2288,Tang Min,Male,23,153,104,Germany,Europe,2008,Summer,Gymnastics,Floor Exercise,
2289,Wang Xiaoyuan,Male,32,192,64,Russia,Europe,2008,Summer,Athletics,100m Sprint,
2290,Yao Fen,Male,25,166,105,Brazil,South America,2008,Summer,Swimming,200m Butterfly,Silver
2291,Yao Yan,Male,25,187,85,China,Asia,2008,Summer,Weightlifting,Men's 77kg,Bronze
2292,Ye Zhaoying,Female,39,184,82,Brazil,South America,2008,Summer,Gymnastics,Vault,
2293,Yi Jingqian,Male,27,194,93,Brazil,South America,2008,Summer,Gymnastics,Floor Exercise,
2294,Chen Hongyong,Female,24,162,103,India,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,Silver
2295,Chen Kang,Female,25,173,70,India,Asia,2008,Summer,Athletics,Marathon,
2296,Chen Xingdong,Male,27,170,53,Canada,North America,2008,Winter,Ice Hockey,Women's Ice Hockey,
2297,Chen Longcan,Female,29,199,119,India,Asia,2008,Summer,Gymnastics,Vault,
2298,Dong Jiong,Male,34,167,87,Japan,Asia,2008,Winter,Skiing,Alpine Skiing,
2299,Ge Cheng,Male,38,177,117,China,Asia,2008,Summer,Gymnastics,Floor Exercise,Bronze
2300,Han Jingna,Male,34,185,90,Japan,Asia,2008,Summer,Swimming,200m Butterfly,Gold
2301,Huang Zhanzhong,Male,39,179,106,Japan,Asia,2008,Summer,Weightlifting,Women's 58kg,
2302,Jiang Xin,Male,29,178,116,UK,Europe,2008,Summer,Gymnastics,Vault,
2303,Jiang Jialiang,Female,25,200,55,India,Asia,2008,Winter,Skiing,Alpine Skiing,
2304,Kong Linghui,Male,29,185,72,France,Europe,2008,Summer,Athletics,200m Sprint,
2305,Li Yongbo,Female,34,165,108,France,Europe,2008,Winter,Skiing,Alpine Skiing,
2306,Liu Jianjun,Male,34,160,93,South Korea,Asia,2008,Winter,Ice Hockey,Men's Ice Hockey,
2307,Liu Jun,Male,25,154,72,Canada,North America,2008,Summer,Football,Women's Football,
2308,Liu Guoliang,Male,34,187,74,Brazil,South America,2008,Summer,Football,Women's Football,Silver
2309,Liu Shuhua,Male,36,185,108,India,Asia,2008,Winter,Ice Hockey,Men's Ice Hockey,Gold
2310,Lu Lin,Female,31,198,54,Spain,Europe,2008,Summer,Basketball,Women's Tournament,Bronze
2311,Ma Wenge,Female,34,170,120,Australia,Oceania,2008,Winter,Ice Hockey,Men's Ice Hockey,Bronze
2312,Ma Keqin,Male,33,200,68,China,Asia,2008,Summer,Gymnastics,Floor Exercise,
2313,Meng Qianghua,Male,30,194,106,India,Asia,2008,Summer,Swimming,200m Butterfly,
2314,Pan Bing,Female,19,194,55,Spain,Europe,2008,Summer,Swimming,100m Freestyle,Silver
2315,Sun Jun,Female,22,200,78,South Africa,Africa,2008,Summer,Football,Women's Football,
2316,Tao Xiaoqiang,Male,39,154,102,South Africa,Africa,2008,Winter,Ice Hockey,Women's Ice Hockey,Bronze
2317,Tian Bingyi,Male,21,163,115,China,Asia,2008,Summer,Gymnastics,Floor Exercise,
2318,Wang Tao,Female,21,184,81,Japan,Asia,2008,Summer,Basketball,Men's Tournament,Bronze
2319,Seiko Iseki,Male,20,192,84,France,Europe,2008,Winter,Ice Hockey,Men's Ice Hockey,
2320,Wu Wenkai,Female,30,159,53,South Korea,Asia,2008,Summer,Football,Men's Football,
2321,Xia Jiaping,Female,35,198,106,China,Asia,2008,Summer,Swimming,200m Butterfly,
2322,Xu Zengcai,Female,37,171,96,South Korea,Asia,2008,Summer,Basketball,Women's Tournament,Gold
2323,Yu Lizhi,Female,34,161,94,UK,Europe,2008,Summer,Gymnastics,Vault,
2324,Yu Shentong,Female,21,173,109,China,Asia,2008,Summer,Football,Women's Football,
2325,Zhao Jianhua,Female,32,199,87,France,Europe,2008,Winter,Ice Hockey,Men's Ice Hockey,Gold
2326,Clément N'Goran,Male,25,159,55,India,Asia,2008,Summer,Basketball,Women's Tournament,Silver
2327,Claude N'Goran,Male,27,182,95,USA,North America,2008,Summer,Swimming,100m Freestyle,
2328,Eldijana Aganović,Female,25,198,83,Spain,Europe,2008,Summer,Gymnastics,Vault,Bronze
2329,Tamara Boroš,Female,20,154,111,Japan,Asia,2008,Summer,Athletics,Marathon,Bronze
2330,Iva Majoli,Female,27,188,73,Russia,Europe,2008,Summer,Football,Men's Football,Bronze
2331,Maja Murić,Female,37,190,114,South Korea,Asia,2008,Summer,Swimming,200m Butterfly,Bronze
2332,Damir Atiković,Male,22,152,65,USA,North America,2008,Winter,Skiing,Cross-Country,Silver
2333,Saša Hiršzon,Female,27,165,114,Germany,Europe,2008,Summer,Athletics,Marathon,
2334,Goran Ivanišević,Female,23,150,117,Germany,Europe,2008,Summer,Gymnastics,Vault,Silver
2335,Zoran Primorac,Male,20,158,114,South Korea,Asia,2008,Summer,Weightlifting,Women's 58kg,
2336,Goran Prpić,Female,30,188,57,UK,Europe,2008,Winter,Skiing,Cross-Country,
2337,Dragutin Šurbek,Male,21,167,78,Canada,North America,2008,Summer,Football,Women's Football,Bronze
2338,Marisel Ramírez,Female,40,189,73,Spain,Europe,2008,Summer,Football,Men's Football,
2339,Yolanda Rodríguez,Male,19,177,92,India,Asia,2008,Summer,Swimming,200m Butterfly,Gold
2340,Rubén Arado,Female,25,186,66,Canada,North America,2008,Summer,Basketball,Women's Tournament,
2341,Santiago Roque,Female,27,187,91,USA,North America,2008,Summer,Athletics,100m Sprint,Gold
2342,Jana Dobešová,Male,29,159,50,France,Europe,2008,Winter,Skiing,Cross-Country,Gold
2343,Jana Novotná,Female,38,193,107,Australia,Oceania,2008,Summer,Football,Women's Football,Gold
2344,Helena Suková,Female,38,166,107,France,Europe,2008,Summer,Athletics,Marathon,Silver
2345,Petr Korbel,Male,30,156,50,Spain,Europe,2008,Summer,Football,Women's Football,
2346,Jiří Novák,Female,30,185,119,France,Europe,2008,Winter,Skiing,Cross-Country,Silver
2347,Josef Plachý,Female,21,167,77,India,Asia,2008,Summer,Basketball,Men's Tournament,
2348,Daniel Vacek,Female,24,192,94,USA,North America,2008,Summer,Weightlifting,Women's 58kg,
2349,Elsebeth Brehm,Male,28,169,111,Germany,Europe,2008,Summer,Basketball,Women's Tournament,Bronze
2350,Sofie Castenschiold,Male,31,185,100,Japan,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,Gold
2351,Pernille Dupont Jensen,Female,27,183,71,India,Asia,2008,Summer,Athletics,200m Sprint,Silver
2352,Amory Hansen,Female,23,193,51,UK,Europe,2008,Summer,Football,Women's Football,
2353,Ann Jørgensen,Male,36,198,65,Brazil,South America,2008,Summer,Weightlifting,Women's 58kg,Gold
2354,Helene Kirkegaard,Male,20,172,80,South Africa,Africa,2008,Summer,Athletics,100m Sprint,
2355,Camilla Martin,Female,25,154,117,USA,North America,2008,Summer,Football,Women's Football,Silver
2356,Grete Mogensen,Female,22,186,78,South Africa,Africa,2008,Summer,Football,Women's Football,
2357,Pernille Nedergaard,Male,26,199,64,Brazil,South America,2008,Summer,Weightlifting,Men's 77kg,
2358,Lotte Olsen,Female,21,178,99,USA,North America,2008,Summer,Weightlifting,Women's 58kg,Gold
2359,Rikke Olsen,Male,32,195,86,Brazil,South America,2008,Winter,Skiing,Alpine Skiing,
2360,Tine Scheuer-Larsen,Female,26,170,79,Germany,Europe,2008,Summer,Athletics,Marathon,Bronze
2361,Lisbet Stuer-Lauridsen,Female,30,198,118,China,Asia,2008,Summer,Football,Men's Football,
2362,Anne Søndergaard,Male,23,192,55,Italy,Europe,2008,Summer,Gymnastics,Vault,Gold
2363,Marlene Thomsen,Female,31,173,110,South Korea,Asia,2008,Summer,Athletics,Marathon,Bronze
2364,Jørgen Arenholt,Male,24,177,96,Germany,Europe,2008,Winter,Skiing,Cross-Country,
2365,Einar Bache,Female,26,159,92,China,Asia,2008,Winter,Skiing,Cross-Country,Gold
2366,Kenneth Carlsen,Female,20,164,120,France,Europe,2008,Summer,Weightlifting,Women's 58kg,
2367,Morten Christensen,Male,21,161,50,Russia,Europe,2008,Summer,Basketball,Men's Tournament,
2368,Jens Eriksen,Female,39,159,96,Russia,Europe,2008,Summer,Athletics,200m Sprint,
2369,Frederik Fetterlein,Female,24,196,72,Italy,Europe,2008,Summer,Weightlifting,Women's 58kg,
2370,Ove Frederiksen,Female,40,176,65,Spain,Europe,2008,Summer,Basketball,Women's Tournament,
2371,Peter Frigast,Female,25,162,104,South Korea,Asia,2008,Summer,Athletics,Marathon,Bronze
2372,Victor Hansen,Female,18,172,50,USA,North America,2008,Summer,Basketball,Women's Tournament,Silver
2373,Jon Holst-Christensen,Female,38,200,104,Brazil,South America,2008,Summer,Football,Women's Football,Bronze
2374,Poul-Erik Høyer Larsen,Female,31,166,68,Canada,North America,2008,Winter,Skiing,Cross-Country,Silver
2375,Vagn Ingerslev,Male,31,189,94,Russia,Europe,2008,Summer,Basketball,Women's Tournament,
2376,Christian Jakobsen,Male,25,158,73,Germany,Europe,2008,Summer,Athletics,200m Sprint,
2377,Erik Larsen,Female,23,170,57,Germany,Europe,2008,Summer,Weightlifting,Women's 58kg,
2378,Thomas Lund,Female,33,154,57,Italy,Europe,2008,Summer,Athletics,Marathon,Silver
2379,Aage Madsen,Male,24,158,53,China,Asia,2008,Winter,Ice Hockey,Women's Ice Hockey,
2380,Jan Paulsen,Male,31,155,113,Germany,Europe,2008,Summer,Football,Women's Football,Gold
2381,Leif Rovsing,Female,22,169,117,Brazil,South America,2008,Summer,Swimming,200m Butterfly,
2382,Thomas Stuer-Lauridsen,Female,25,184,86,Brazil,South America,2008,Winter,Skiing,Alpine Skiing,Gold
2383,Henrik Svarrer,Male,23,195,71,France,Europe,2008,Summer,Football,Women's Football,
2384,Michael Søgaard,Female,33,169,85,Germany,Europe,2008,Winter,Ice Hockey,Women's Ice Hockey,Bronze
2385,Michael Tauson,Male,37,199,89,Germany,Europe,2008,Winter,Skiing,Cross-Country,
2386,Erik Tegner,Female,24,154,57,Japan,Asia,2008,Summer,Athletics,200m Sprint,
2387,Bjørn Thalbitzer,Male,31,158,108,Russia,Europe,2008,Summer,Football,Women's Football,
2388,Axel Thayssen,Female,38,156,91,Brazil,South America,2008,Summer,Football,Women's Football,
2389,Einer Ulrich,Female,31,152,79,South Africa,Africa,2008,Summer,Swimming,100m Freestyle,Gold
2390,Blanca Alejo,Female,36,175,118,Spain,Europe,2008,Summer,Swimming,100m Freestyle,
2391,Joelle Schad,Male,32,183,89,UK,Europe,2008,Summer,Gymnastics,Vault,
2392,Mario Álvarez,Female,33,172,72,Spain,Europe,2008,Winter,Skiing,Alpine Skiing,
2393,Raymundo Fermín,Male,29,186,93,Italy,Europe,2008,Winter,Skiing,Cross-Country,Gold
2394,María Cabrera,Male,19,183,86,India,Asia,2008,Summer,Football,Women's Football,Gold
2395,Pablo Campana,Male,30,182,113,Japan,Asia,2008,Summer,Athletics,Marathon,
2396,Nicolás Lapentti,Female,23,176,76,Italy,Europe,2008,Summer,Basketball,Men's Tournament,
2397,Luis Morejón,Female,25,154,103,Brazil,South America,2008,Summer,Swimming,100m Freestyle,Gold
2398,Nihal Meshref,Female,35,157,81,France,Europe,2008,Summer,Basketball,Men's Tournament,Silver
2399,Ashraf Helmy,Male,22,151,99,Spain,Europe,2008,Winter,Skiing,Alpine Skiing,Gold
2400,Sherif El-Saket,Male,19,186,74,Germany,Europe,2008,Winter,Skiing,Alpine Skiing,Gold
2401,Lilí Álvarez,Male,31,164,89,Japan,Asia,2010,Summer,Football,Women's Football,Gold
2402,Gloria Gauchia,Female,30,152,104,France,Europe,2010,Winter,Ice Hockey,Women's Ice Hockey,Silver
2403,Ana María Godes,Male,38,155,100,Japan,Asia,2010,Winter,Ice Hockey,Men's Ice Hockey,Bronze
2404,Conchita Martínez,Female,29,180,107,UK,Europe,2010,Summer,Football,Women's Football,Gold
2405,Vivi Ruano,Female,31,185,87,Japan,Asia,2010,Winter,Skiing,Alpine Skiing,Gold
